id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso_25022,justificacion_tecnica
1495,6/24/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Guayaquil,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2001,6/24/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Ambato,Libertad de Riesgo,Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
2340,6/24/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,Efectividad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
3130,6/24/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Cuenca,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3487,6/24/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Guayaquil,Libertad de Riesgo,El fallo en el despliegue de alertas de interacción farmacológica pone en riesgo inminente la salud del paciente ante combinaciones letales.
3518,6/24/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Manta,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
1443,6/25/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Guayaquil,Satisfacción,Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
1459,6/25/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Ambato,Satisfacción,La inestabilidad en el inicio biométrico genera frustración y reduce la confianza y comodidad del usuario al acceder al aplicativo móvil.
1520,6/25/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Guayaquil,Efectividad,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
1540,6/25/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Cuenca,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
1758,6/25/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Manta,Cobertura de Contexto,"Consumo excesivo de ancho de banda móvil, lo que restringe el uso eficiente del sistema en redes celulares de datos (fuera de la intranet del hospital)."
1767,6/25/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Guayaquil,Efectividad,Falla intermitente en las exportaciones o ejecuciones de procesos del sistema que reduce la fiabilidad de las operaciones.
2158,6/25/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Enfermeria,Manta,Efectividad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
2317,6/25/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Admision,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2457,6/25/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3484,6/25/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Manta,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3492,6/25/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Ambato,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
3615,6/25/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Quito,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1432,6/26/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2074,6/26/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Guayaquil,Libertad de Riesgo,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
2520,6/26/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Guayaquil,Libertad de Riesgo,"Doble agendamiento de un mismo cupo que genera sobreventa de citas, colapso de agenda de especialistas y multas o insatisfacción comercial."
3413,6/26/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Guayaquil,Cobertura de Contexto,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
3549,6/26/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito,Satisfacción,La falta de mensajes informativos claros y feedback del sistema incrementa la incertidumbre y frustración del operario farmacéutico.
3551,6/26/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito,Efectividad,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
3619,6/26/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 31s,Farmacia,Quito,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3690,6/26/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
1557,6/27/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Quito,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
1759,6/27/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2620,6/27/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Cuenca,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2754,6/27/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Guayaquil,Libertad de Riesgo,Omitir la alerta de vencimiento de lotes farmacéuticos puede llevar a la administración de medicamentos caducados a los pacientes.
3162,6/27/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 10s,Farmacia,Ambato,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3280,6/27/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
3478,6/27/2025,Telemedicina,Videollamada se corta a los 4 minutos,Paciente,Guayaquil,Cobertura de Contexto,"Falta de resiliencia del canal de comunicación ante variaciones en la conectividad del usuario, interrumpiendo la sesión de teleconsulta en producción."
3892,6/27/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Cuenca,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3991,6/27/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Guayaquil,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2030,6/28/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Quito,Cobertura de Contexto,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
2218,6/28/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Quito,Efectividad,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
2654,6/28/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Quito,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3260,6/28/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Quito,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3907,6/28/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Manta,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
1933,6/29/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Guayaquil,Satisfacción,Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
2106,6/29/2025,HCE,Tiempo de carga de la ficha clinica supera los 12s en horas pico,Medico,Ambato,Eficiencia,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
3373,6/29/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Quito,Libertad de Riesgo,Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
3516,6/29/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Guayaquil,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3603,6/29/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Quito,Satisfacción,Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
3669,6/29/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Ambato,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
1012,6/30/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Ambato,Libertad de Riesgo,Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
1039,6/30/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Ambato,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1173,6/30/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Quito,Libertad de Riesgo,"Discrepancia contable entre reportes directivos y facturación real, afectando las decisiones del negocio y la integridad de las auditorías."
1558,6/30/2025,HCE,Nota de evolucion tarda 19s en guardarse,Medico,Cuenca,Eficiencia,"El tiempo de guardado supera los 8 segundos tolerables, violando directamente el requerimiento no funcional RNF-01 de rendimiento del sistema para notas clínicas."
1590,6/30/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Manta,Efectividad,Falla funcional que impide completar la tarea de confirmación de cita al paciente por canal de correo electrónico.
2043,6/30/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Guayaquil,Libertad de Riesgo,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
2750,6/30/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Ambato,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
3210,6/30/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Guayaquil,Libertad de Riesgo,"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
3275,6/30/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Guayaquil,Libertad de Riesgo,"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
3607,6/30/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Guayaquil,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3731,6/30/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Medico,Guayaquil,Satisfacción,Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
1354,7/1/2025,Laboratorio,Retraso de 18s en la disponibilidad de resultados criticos,Enfermeria,Guayaquil,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
1494,7/1/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Quito,Libertad de Riesgo,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
1761,7/1/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Manta,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1771,7/1/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Quito,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2142,7/1/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2258,7/1/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2442,7/1/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2491,7/1/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 21s,Paciente,Guayaquil,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
2690,7/1/2025,Facturacion,Retraso de 11s al procesar el pago con tarjeta de credito,Paciente,Guayaquil,Eficiencia,El procesamiento lento del cobro con tarjeta retrasa el flujo de caja y la atención administrativa de admisión.
2866,7/1/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 32s,Farmacia,Quito,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
2879,7/1/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Cuenca,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2924,7/1/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Quito,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3656,7/1/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Ambato,Efectividad,Inconsistencia en la actualización de datos que impide la visualización correcta de información operativa reciente.
3913,7/1/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Ambato,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
1446,7/2/2025,Facturacion,Retraso de 17s al procesar el pago con tarjeta de credito,Admision,Quito,Eficiencia,El procesamiento lento del cobro con tarjeta retrasa el flujo de caja y la atención administrativa de admisión.
3908,7/2/2025,Facturacion,Retraso de 11s al procesar el pago con tarjeta de credito,Admision,Cuenca,Eficiencia,El procesamiento lento del cobro con tarjeta retrasa el flujo de caja y la atención administrativa de admisión.
1324,7/3/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
1394,7/3/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Quito,Libertad de Riesgo,Omitir la alerta de vencimiento de lotes farmacéuticos puede llevar a la administración de medicamentos caducados a los pacientes.
1445,7/3/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Cuenca,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2352,7/3/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Quito,Satisfacción,"Diseño de interfaz de usuario confuso que provoca el abandono del registro, afectando la métrica de satisfacción y facilidad de uso percibida."
2460,7/3/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Guayaquil,Satisfacción,Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
2523,7/3/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 9s,Farmacia,Ambato,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3367,7/3/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Guayaquil,Libertad de Riesgo,Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
3625,7/3/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Cuenca,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2298,7/4/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
2592,7/4/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Guayaquil,Efectividad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
2736,7/4/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Manta,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3180,7/4/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Cuenca,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3192,7/4/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Guayaquil,Libertad de Riesgo,El fallo en el despliegue de alertas de interacción farmacológica pone en riesgo inminente la salud del paciente ante combinaciones letales.
3306,7/4/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3393,7/4/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,Satisfacción,La inestabilidad en el inicio biométrico genera frustración y reduce la confianza y comodidad del usuario al acceder al aplicativo móvil.
3970,7/4/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1453,7/5/2025,HCE,Nota de evolucion tarda 14s en guardarse,Medico,Guayaquil,Eficiencia,"El tiempo de guardado supera los 8 segundos tolerables, violando directamente el requerimiento no funcional RNF-01 de rendimiento del sistema para notas clínicas."
1601,7/5/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Cuenca,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1604,7/5/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Cuenca,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
1619,7/5/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Cuenca,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
1720,7/5/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Manta,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1883,7/5/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Ambato,Cobertura de Contexto,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
3693,7/5/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Guayaquil,Libertad de Riesgo,"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
3864,7/5/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1244,7/6/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
1779,7/6/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
1802,7/6/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Quito,Cobertura de Contexto,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
2053,7/6/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Ambato,Satisfacción,Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
2420,7/6/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Quito,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2448,7/6/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2663,7/6/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Guayaquil,Libertad de Riesgo,"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
3199,7/6/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Quito,Libertad de Riesgo,"Doble agendamiento de un mismo cupo que genera sobreventa de citas, colapso de agenda de especialistas y multas o insatisfacción comercial."
3438,7/6/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Guayaquil,Satisfacción,Degradación visual que afecta la comodidad y confianza de los médicos al visualizar estudios clínicos desde la app móvil.
3674,7/6/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Ambato,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3871,7/6/2025,HCE,Tiempo de carga de la ficha clinica supera los 13s en horas pico,Medico,Guayaquil,Eficiencia,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
1092,7/7/2025,Portal Citas,Tiempo de espera en el portal supera los 12s en horas pico,Admision,Quito,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
1130,7/7/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 19s,Farmacia,Guayaquil,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
1596,7/7/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Manta,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
1683,7/7/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Quito,Libertad de Riesgo,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
2117,7/7/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil,Libertad de Riesgo,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
2272,7/7/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2370,7/7/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2981,7/7/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3133,7/7/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Guayaquil,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3319,7/7/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Manta,Cobertura de Contexto,Incompatibilidad y falta de robustez del sistema cuando se ejecuta en el contexto de sistemas cliente que no cuentan con la última versión de software.
3468,7/7/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Ambato,Libertad de Riesgo,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
3485,7/7/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
1169,7/8/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,Satisfacción,La inestabilidad en el inicio biométrico genera frustración y reduce la confianza y comodidad del usuario al acceder al aplicativo móvil.
1185,7/8/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Guayaquil,Libertad de Riesgo,"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
1257,7/8/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Cuenca,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1273,7/8/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1482,7/8/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Guayaquil,Libertad de Riesgo,El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
1684,7/8/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Quito,Libertad de Riesgo,"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
2622,7/8/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 33s,Paciente,Guayaquil,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3314,7/8/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Manta,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3362,7/8/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Cuenca,Libertad de Riesgo,El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
1179,7/9/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Medico,Cuenca,Satisfacción,Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
1386,7/9/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
