id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso,rnf_relacionado,justificacion
2238,2025-05-23,Telemedicina,Videollamada se corta a los 3 minutos,Paciente,Cuenca,Cobertura de Contexto,RNF-05 (Disponibilidad de llamada),"Falta de resiliencia del canal de comunicación ante variaciones en la conectividad del usuario, interrumpiendo la sesión de teleconsulta en producción."
2239,2025-05-24,Facturacion,Retraso de 18s al procesar el pago con tarjeta de credito,Admision,Ambato,Eficiencia,Eficiencia Operativa,El procesamiento lento del cobro con tarjeta retrasa el flujo de caja y la atención administrativa de admisión.
2240,2025-05-25,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Tecnico Laboratorio,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
2241,2025-05-26,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Quito,Satisfacción,Usabilidad,"Mala experiencia de usuario que interrumpe de forma prematura el proceso de compra/agendamiento, forzando a repetir pasos."
2242,2025-05-27,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Guayaquil,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2243,2025-05-28,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2244,2025-05-29,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Tecnico Laboratorio,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
2245,2025-05-30,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Tecnico Laboratorio,Manta,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2246,2025-05-31,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
2247,2025-06-01,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Guayaquil,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2248,2025-06-02,Telemedicina,Videollamada se corta a los 3 minutos,Paciente,Cuenca,Cobertura de Contexto,RNF-05 (Disponibilidad de llamada),"Falta de resiliencia del canal de comunicación ante variaciones en la conectividad del usuario, interrumpiendo la sesión de teleconsulta en producción."
2249,2025-06-03,Portal Citas,Usuario no logra agendar tras 4 intentos,Paciente,Ambato,Satisfacción,RNF-02 (Pasos del Portal),"Incapacidad del usuario de lograr su meta tras múltiples intentos, violando el RNF-02 y provocando un alto nivel de frustración."
2250,2025-06-04,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Manta,Libertad de Riesgo,Seguridad Clínica,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
2251,2025-06-05,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
2252,2025-06-06,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Guayaquil,Libertad de Riesgo,RNF-03 (Errores de Facturación),El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
2253,2025-06-07,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2254,2025-06-08,HCE,Nota de evolucion tarda 11s en guardarse,Medico,Ambato,Eficiencia,RNF-01 (Latencia HCE),"El tiempo de guardado supera los 8 segundos tolerables, violando directamente el requerimiento no funcional RNF-01 de rendimiento del sistema para notas clínicas."
2255,2025-06-09,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2256,2025-06-10,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2257,2025-06-11,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2258,2025-06-12,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2259,2025-06-13,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Ambato,Efectividad,Integración Funcional,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
2260,2025-06-14,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Manta,Libertad de Riesgo,Seguridad Clínica,"Fuga de información y violación de la confidencialidad médica (HIPAA/Ley de Protección de Datos), exponiendo datos de otros pacientes."
2261,2025-06-15,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Discrepancia contable entre reportes directivos y facturación real, afectando las decisiones del negocio y la integridad de las auditorías."
2262,2025-06-16,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Tecnico Laboratorio,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
2263,2025-06-17,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Cuenca,Libertad de Riesgo,RNF-03 (Errores de Facturación),El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
2264,2025-06-18,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Ambato,Efectividad,Funcionalidad,Falla funcional que impide completar la tarea de confirmación de cita al paciente por canal de correo electrónico.
2265,2025-06-19,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Tecnico Laboratorio,Manta,Efectividad,Integración de Datos,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
2266,2025-06-20,Facturacion,Retraso de 14s al procesar el pago con tarjeta de credito,Admision,Quito,Eficiencia,Eficiencia Operativa,El procesamiento lento del cobro con tarjeta retrasa el flujo de caja y la atención administrativa de admisión.
2267,2025-06-21,Telemedicina,Videollamada se corta a los 3 minutos,Paciente,Guayaquil,Cobertura de Contexto,RNF-05 (Disponibilidad de llamada),"Falta de resiliencia del canal de comunicación ante variaciones en la conectividad del usuario, interrumpiendo la sesión de teleconsulta en producción."
2268,2025-06-22,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2269,2025-06-23,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2270,2025-06-24,HCE,Tiempo de carga de la ficha clinica supera los 30s en horas pico,Medico,Manta,Eficiencia,Eficiencia Operativa,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
2271,2025-06-25,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
2272,2025-06-26,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2273,2025-06-27,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Cuenca,Efectividad,Integración de Datos,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2274,2025-06-28,Facturacion,Retraso de 24s al procesar el pago con tarjeta de credito,Admision,Ambato,Eficiencia,Eficiencia Operativa,El procesamiento lento del cobro con tarjeta retrasa el flujo de caja y la atención administrativa de admisión.
2275,2025-06-29,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Manta,Satisfacción,Usabilidad,La falta de mensajes informativos claros y feedback del sistema incrementa la incertidumbre y frustración del operario farmacéutico.
2276,2025-06-30,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2277,2025-07-01,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2278,2025-07-02,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Cuenca,Libertad de Riesgo,Seguridad Clínica,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
2279,2025-07-03,Facturacion,Factura duplicada al reintentar pago,Admision,Ambato,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
2280,2025-07-04,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Tecnico Laboratorio,Manta,Efectividad,Integración de Datos,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
2281,2025-07-05,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
2282,2025-07-06,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2283,2025-07-07,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Tecnico Laboratorio,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
2284,2025-07-08,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Ambato,Libertad de Riesgo,Seguridad Clínica,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
2285,2025-07-09,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Manta,Cobertura de Contexto,Portabilidad,"Consumo excesivo de ancho de banda móvil, lo que restringe el uso eficiente del sistema en redes celulares de datos (fuera de la intranet del hospital)."
2286,2025-07-10,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Quito,Libertad de Riesgo,Seguridad Clínica,"La duplicación de códigos de fármacos introduce un riesgo de dispensación errónea en farmacia, comprometiendo la seguridad terapéutica del paciente."
2287,2025-07-11,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2288,2025-07-12,Facturacion,Retraso de 12s al procesar el pago con tarjeta de credito,Admision,Cuenca,Eficiencia,Eficiencia Operativa,El procesamiento lento del cobro con tarjeta retrasa el flujo de caja y la atención administrativa de admisión.
2289,2025-07-13,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2290,2025-07-14,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2291,2025-07-15,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2292,2025-07-16,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Guayaquil,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Doble agendamiento de un mismo cupo que genera sobreventa de citas, colapso de agenda de especialistas y multas o insatisfacción comercial."
2293,2025-07-17,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Tecnico Laboratorio,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
2294,2025-07-18,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2295,2025-07-19,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Manta,Cobertura de Contexto,Portabilidad,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
2296,2025-07-20,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
2297,2025-07-21,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2298,2025-07-22,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Radiologo,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
2299,2025-07-23,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Ambato,Cobertura de Contexto,Portabilidad,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
2300,2025-07-24,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2301,2025-07-25,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2302,2025-07-26,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil,Efectividad,Integración Funcional,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
2303,2025-07-27,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Cuenca,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Discrepancia contable entre reportes directivos y facturación real, afectando las decisiones del negocio y la integridad de las auditorías."
2304,2025-07-28,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Ambato,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
2305,2025-07-29,Facturacion,Error de calculo en el copago del seguro medico,Admision,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
2306,2025-07-30,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2307,2025-07-31,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2308,2025-08-01,HCE,Tiempo de carga de la ficha clinica supera los 29s en horas pico,Medico,Cuenca,Eficiencia,Eficiencia Operativa,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
2309,2025-08-02,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2310,2025-08-03,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Manta,Cobertura de Contexto,Flexibilidad de Dispositivo,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
2311,2025-08-04,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2312,2025-08-05,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Guayaquil,Satisfacción,Usabilidad,"Mala experiencia de usuario que interrumpe de forma prematura el proceso de compra/agendamiento, forzando a repetir pasos."
2313,2025-08-06,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Cuenca,Cobertura de Contexto,Portabilidad,"Consumo excesivo de ancho de banda móvil, lo que restringe el uso eficiente del sistema en redes celulares de datos (fuera de la intranet del hospital)."
2314,2025-08-07,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Ambato,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2315,2025-08-08,Facturacion,Retraso de 22s al procesar el pago con tarjeta de credito,Admision,Manta,Eficiencia,Eficiencia Operativa,El procesamiento lento del cobro con tarjeta retrasa el flujo de caja y la atención administrativa de admisión.
2316,2025-08-09,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito,Satisfacción,Usabilidad,La falta de mensajes informativos claros y feedback del sistema incrementa la incertidumbre y frustración del operario farmacéutico.
2317,2025-08-10,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2318,2025-08-11,HCE,Tiempo de carga de la ficha clinica supera los 23s en horas pico,Medico,Cuenca,Eficiencia,Eficiencia Operativa,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
2319,2025-08-12,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2320,2025-08-13,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Manta,Satisfacción,Usabilidad,La falta de mensajes informativos claros y feedback del sistema incrementa la incertidumbre y frustración del operario farmacéutico.
2321,2025-08-14,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Quito,Satisfacción,RNF-05 (Disponibilidad de llamada),Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
2322,2025-08-15,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Guayaquil,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Discrepancia contable entre reportes directivos y facturación real, afectando las decisiones del negocio y la integridad de las auditorías."
2323,2025-08-16,HCE,Tiempo de carga de la ficha clinica supera los 14s en horas pico,Medico,Cuenca,Eficiencia,Eficiencia Operativa,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
2324,2025-08-17,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2325,2025-08-18,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2326,2025-08-19,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2327,2025-08-20,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2328,2025-08-21,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2329,2025-08-22,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2330,2025-08-23,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2331,2025-08-24,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2332,2025-08-25,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Guayaquil,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2333,2025-08-26,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Radiologo,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
2334,2025-08-27,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2335,2025-08-28,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2336,2025-08-29,HCE,Nota de evolucion tarda 35s en guardarse,Medico,Quito,Eficiencia,RNF-01 (Latencia HCE),"El tiempo de guardado supera los 8 segundos tolerables, violando directamente el requerimiento no funcional RNF-01 de rendimiento del sistema para notas clínicas."
2337,2025-08-30,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2338,2025-08-31,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 31s,Farmacia,Cuenca,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
2339,2025-09-01,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Radiologo,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
2340,2025-09-02,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Manta,Efectividad,Funcionalidad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
2341,2025-09-03,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Quito,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2342,2025-09-04,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Guayaquil,Efectividad,Funcionalidad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
2343,2025-09-05,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Cuenca,Libertad de Riesgo,Seguridad Clínica,El fallo en el despliegue de alertas de interacción farmacológica pone en riesgo inminente la salud del paciente ante combinaciones letales.
2344,2025-09-06,Portal Citas,Usuario no logra agendar tras 4 intentos,Paciente,Ambato,Satisfacción,RNF-02 (Pasos del Portal),"Incapacidad del usuario de lograr su meta tras múltiples intentos, violando el RNF-02 y provocando un alto nivel de frustración."
2345,2025-09-07,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Manta,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2346,2025-09-08,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2347,2025-09-09,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2348,2025-09-10,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2349,2025-09-11,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2350,2025-09-12,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Doble agendamiento de un mismo cupo que genera sobreventa de citas, colapso de agenda de especialistas y multas o insatisfacción comercial."
2351,2025-09-13,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito,Satisfacción,Usabilidad,La falta de mensajes informativos claros y feedback del sistema incrementa la incertidumbre y frustración del operario farmacéutico.
2352,2025-09-14,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil,Satisfacción,RNF-02 (Pasos del Portal),"Diseño de interfaz de usuario confuso que provoca el abandono del registro, afectando la métrica de satisfacción y facilidad de uso percibida."
2353,2025-09-15,HCE,Nota de evolucion tarda 25s en guardarse,Medico,Cuenca,Eficiencia,RNF-01 (Latencia HCE),"El tiempo de guardado supera los 8 segundos tolerables, violando directamente el requerimiento no funcional RNF-01 de rendimiento del sistema para notas clínicas."
2354,2025-09-16,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Ambato,Libertad de Riesgo,Seguridad Clínica,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
2355,2025-09-17,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2356,2025-09-18,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Quito,Libertad de Riesgo,Seguridad Clínica,Omitir la alerta de vencimiento de lotes farmacéuticos puede llevar a la administración de medicamentos caducados a los pacientes.
2357,2025-09-19,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil,Libertad de Riesgo,Seguridad Clínica,"La duplicación de códigos de fármacos introduce un riesgo de dispensación errónea en farmacia, comprometiendo la seguridad terapéutica del paciente."
